122|888932653|0.65|49
123|952112023|0.52|11
124|226568414|0.74|5
125|995996621|0.88|48
126|539883060|0.85|47
127|520829404|0.21|35
128|447145923|0.96|82
129|70960615|0.63|97
130|970973145|0.13|55
131|791603784|0.69|62
132|1694635|0.57|74
133|524981230|0.73|63
134|209048218|0.79|56
135|649388444|0.31|14
136|628226057|0.99|95
137|985746949|0.2|96
138|938076297|0.01|88
139|749213164|0.02|30
140|732716572|0.89|56
141|80949242|0.03|36
142|524625095|0.55|40
143|546602131|0.65|62
144|550602690|0.34|95
145|307006429|0.71|95
146|889641985|0.79|4
147|307932472|1.0|60
148|128707326|0.88|52
149|932906350|0.95|6
150|343023633|0.24|32
151|988147293|0.94|34
152|529065142|0.17|91
153|291451438|0.89|64
154|872996379|0.41|61
155|627661951|0.01|11
156|40856565|0.47|35
157|692903759|0.77|42
158|284895220|0.68|14
159|392093609|0.05|72
160|623226654|0.65|93
161|956581583|0.63|67
162|540696425|0.66|48
163|397450111|0.37|61
164|389161469|0.57|77
165|383038682|0.29|10
166|714330924|0.01|64
167|651183209|0.74|24
168|502241152|0.87|3
169|12731546|0.05|81
170|430088226|0.41|28
171|38603825|0.28|100
172|43164579|0.81|34
173|839249105|0.52|48
174|859378416|0.67|28
175|622116551|0.45|65
176|159500796|0.71|32
177|960413637|0.09|58
178|702019465|0.71|16
179|815939220|0.98|39
180|870057900|0.57|80
181|399522634|1.0|9
182|732502377|0.78|3
183|408993821|0.67|86
184|251984544|0.53|27
185|613594675|0.9|97
186|519249523|0.54|18
187|176980502|0.1|11
188|163914840|0.53|55
189|248770751|0.35|59
190|303261596|0.84|20
191|500367643|0.96|87
192|156082559|0.61|84
193|351088999|0.49|90
194|308104259|0.81|21
195|330329331|0.58|57
196|540592494|0.79|30
197|17414002|0.15|86
198|236033556|0.31|61
199|345148011|0.04|57
200|90480452|0.61|3
201|784414451|0.11|76
202|835263523|0.86|20
203|240052060|0.67|19
204|535135913|0.92|5
205|547070243|0.07|8
206|938257235|0.82|26
207|763516582|0.96|60
208|622509601|0.64|40
209|140834898|0.53|28
210|158275653|0.38|89
211|915898924|0.63|11
212|149986633|0.21|44
213|903774256|0.52|61
214|191060802|0.15|71
215|778736562|0.42|75
216|813542230|0.43|4
217|787678924|0.68|74
218|93412126|0.75|44
219|24603489|1.0|42
220|846983260|0.33|30
221|144321469|0.37|96
222|844644422|0.7|14
223|732680522|0.63|29
224|472676699|0.81|54
225|679748305|0.52|68
226|919676524|0.47|51
227|165056720|0.8|2
228|972575210|0.05|78
229|449863962|0.28|22
230|627284352|0.71|16
231|512336245|0.11|94
232|37802711|0.16|42
233|31970081|0.68|23
234|587787538|0.89|58
235|573634661|0.01|47
236|16342566|0.52|63
237|879952158|0.2|94
238|996530123|0.56|17
239|485583743|0.59|43
240|86754508|0.23|56
241|298999680|0.92|55
242|233974308|0.11|92
243|811109037|0.71|98
244|769543615|0.96|13
245|831657266|0.45|7
246|284979197|0.62|35
247|233327051|0.81|36
248|485486979|0.66|10
249|406604292|0.6|52
250|703016932|0.82|63
251|596707402|0.21|33
252|105419294|0.95|14
253|556320014|0.16|35
254|745173607|0.7|79
255|2222997|0.8|75
256|532949443|0.95|79
257|957689454|0.04|70
258|660872316|0.47|20
259|814805278|0.9|72
260|950685525|0.56|70
261|87689156|0.57|78
262|276874752|0.03|47
263|210075745|0.02|58
264|609935143|0.22|67
265|526131904|0.58|92
266|733136179|0.88|12
267|593497536|0.4|69
268|545883|0.14|70
269|168977399|0.82|26
270|897856234|0.49|54
271|342631933|0.78|42
272|179719491|0.86|18
273|152934152|0.29|54
274|198467014|0.02|66
275|790356001|0.73|90
276|814416464|0.79|91
277|269045011|0.31|9
278|808175983|0.23|50
279|850689021|0.51|8
280|250249438|0.81|43
281|533229570|1.0|88
282|210456188|0.69|36
283|540869278|0.88|80
284|838497628|0.1|1
285|615985566|0.62|48
286|661097379|0.49|36
287|225797846|0.26|39
288|344551665|0.79|11
289|670622197|0.56|19
290|840312489|0.28|24
291|35921779|0.84|11
292|634697539|0.07|48
293|877484079|0.21|81
294|823187049|0.92|26
295|604801927|0.57|19
296|12247908|0.23|91
297|687642928|0.92|7
298|153068952|0.08|4
299|268913887|0.36|34
300|953060728|0.47|56
301|865158808|0.85|20
302|549940038|0.45|61
303|869316919|0.26|62
304|844653355|0.18|64
305|338883047|0.02|89
306|841896083|0.44|96
307|523440480|0.96|39
308|860190585|0.03|54
309|165551669|0.7|68
310|186278293|0.94|98
311|630229069|0.67|55
312|431254221|0.32|22
313|721356697|0.7|18
314|532055095|0.11|34
315|550201682|0.76|53
316|414948268|0.46|54
317|905381568|0.5|6
318|529608783|0.65|49
319|882447872|0.91|63
320|142671483|0.99|45
321|28337390|0.43|53
322|180459312|0.76|87
323|622711847|0.7|48
324|44841128|0.22|41
325|593146150|0.48|34
326|234286224|0.8|49
327|787442869|0.64|63
328|351398882|0.76|23
329|594749133|0.72|44
330|972656398|0.04|55
331|169878212|0.87|13
332|795594213|0.31|74
333|255867657|0.36|60
334|32321361|0.35|17
335|816814106|0.15|18
336|89770059|0.38|63
337|6576043|0.63|42
338|853780158|0.01|82
339|444946397|0.73|32
340|946347765|0.29|88
341|663901481|0.46|32
342|856048005|0.43|96
343|724973941|1.0|81
344|304317789|0.09|96
345|118735501|0.95|91
346|883444646|0.33|27
347|645375399|0.4|1
348|745071456|0.6|38
349|854149369|0.88|63
350|217079886|0.96|39
351|517537641|0.78|42
352|836405867|0.15|62
353|104744561|0.72|29
354|462462969|0.92|26
355|98783600|0.17|65
356|368161005|0.03|35
357|708734911|0.54|50
358|992635112|0.3|37
359|801260234|0.8|16
360|298010782|0.95|75
361|658486376|0.71|100
362|198121638|0.27|58
363|238639232|0.07|8
364|49336800|0.17|81
365|489538943|0.7|44
366|841309281|0.9|69
367|892991840|0.55|37
368|456186000|0.17|12
369|23690155|0.61|88
370|166175876|0.44|2
371|241747427|0.16|4
372|305197266|0.65|73
373|654013706|0.34|38
374|290585972|0.25|81
375|687254126|0.76|65
376|227050896|0.08|58
377|769412749|0.74|96
378|452395142|0.37|28
379|368726705|0.31|14
380|310850674|0.6|55
381|765892503|0.04|97
382|362277815|0.87|77
383|444522149|0.03|63
384|619217869|0.02|70
385|877729103|0.2|20
386|551389259|0.14|4
387|713437874|0.57|73
388|177298983|0.15|52
389|3722316|0.07|20
390|829109160|0.61|31
391|910441391|0.62|46
392|966875922|0.1|41
393|160765144|0.39|83
394|564430931|0.66|52
395|956763358|0.65|8
396|83821985|0.68|26
397|978677053|0.08|36
398|911451465|0.41|16
399|446150165|0.35|66
400|453692046|0.52|65
401|179124924|0.29|31
402|765420723|0.39|43
403|961561314|0.6|8
404|59740363|0.87|96
405|357157961|0.84|70
406|177025731|0.34|88
407|791822798|0.14|7
408|221870800|0.4|56
409|765755080|0.87|82
410|527431925|0.36|69
411|256353164|0.76|11
412|745036190|0.85|59
413|472079598|0.78|9
414|60148260|0.88|17
415|483781718|0.57|86
416|921558639|0.52|57
417|757674739|0.13|31
418|243396708|0.11|58
419|998842799|0.25|47
420|384690588|0.39|62
421|707549386|0.78|35
422|277273275|0.51|32
423|343599016|0.36|32
424|249461590|0.66|25
425|51736259|0.21|96
426|532024452|0.23|97
427|377758153|0.47|15
428|966570430|0.45|99
429|339077929|0.23|81
430|239311748|0.16|39
431|34490597|0.54|22
432|142102881|0.65|30
433|605775796|0.33|65
434|660989086|0.52|12
435|838368921|0.68|66
436|335367533|0.91|39
437|298291454|0.79|99
438|489668748|0.61|71
439|128471419|0.66|7
440|101813086|0.38|43
441|456852023|0.57|53
442|403014480|0.88|75
443|886468693|0.85|51
444|826571109|0.26|33
445|716817174|0.49|59
446|773832894|0.07|93
447|593837604|0.82|18
448|782580157|0.96|64
449|9957031|0.61|34
450|147111532|0.64|12
451|47091453|0.75|41
452|742896151|0.87|36
453|847435407|0.17|72
454|94785026|0.57|79
455|888340651|0.86|16
456|821929995|0.71|38
457|54649368|0.98|36
458|965081505|0.43|83
459|160193750|0.67|87
460|636875137|0.43|74
461|618335347|0.3|5
462|299470667|0.34|45
463|802028898|0.81|18
464|123426319|0.19|32
465|370544696|0.22|98
466|642993138|0.16|56
467|126341617|0.37|69
468|422832901|0.39|29
469|574272944|0.58|17
470|132920154|0.27|1
471|738803521|0.32|58
472|161166460|0.23|14
473|290009041|0.53|53
474|545677041|0.04|93
475|497074005|0.54|29
476|187674319|0.09|51
477|100068168|0.39|70
478|816120064|0.95|11
479|290240887|0.55|11
480|682156876|0.8|82
481|303801391|0.25|17
482|154863494|0.56|67
483|710230014|0.79|57
484|479142297|0.08|94
485|214867587|0.4|94
486|21495436|0.96|47
487|41425971|0.58|81
488|840561831|0.19|76
489|462633261|0.66|27
490|634250347|0.98|14
491|302695317|0.03|75
492|348747274|0.7|58
493|934128075|0.39|20
494|805884035|0.34|58
495|198571686|0.68|73
496|913006217|0.86|91
497|86186212|0.5|30
498|402024648|0.41|85
499|887502257|0.22|57
500|549137324|0.62|65
501|276482168|0.69|1
502|76948984|0.76|29
503|338842624|0.01|68
504|202880556|0.43|1
505|21925890|0.66|64
506|887515431|0.25|78
507|447938948|0.89|3
508|306233923|0.37|16
509|951110068|0.66|16
510|334244197|0.84|41
511|938821713|0.22|20
512|46828571|0.32|71
513|52726900|0.64|20
514|141621275|0.75|42
515|43338256|0.66|73
516|263992471|0.78|22
517|565341020|0.59|50
518|52041777|0.75|90
519|706372891|0.03|9
520|985272810|0.88|21
521|579229969|0.43|100
522|150201009|0.48|100
523|569013141|0.14|84
524|387283406|0.66|77
525|503375518|0.16|81
526|586139511|0.85|4
527|629003848|0.63|49
528|547014097|0.14|24
529|396458771|0.36|7
530|948797664|0.4|91
531|511664244|0.73|55
532|605378892|0.67|86
533|871423511|0.37|18
534|643781971|0.96|44
535|571987168|0.27|47
536|895164113|0.32|45
537|381844982|0.5|40
538|935461409|0.56|22
539|271705743|0.82|62
540|206773147|0.65|72
541|12524064|0.9|36
542|820528576|0.47|74
543|508543393|0.19|63
544|914578343|0.97|69
545|449176001|0.79|24
546|563082949|0.74|46
547|682538901|0.92|27
548|908267319|0.56|49
549|725905208|0.48|12
550|910940529|0.98|44
551|270136586|0.99|39
552|870793516|0.79|50
553|586584346|0.6|8
554|635822420|0.25|60
555|86618434|0.38|56
556|8691530|0.41|89
557|303395833|0.2|86
558|231171289|0.74|94
559|932049458|0.95|78
560|10952087|0.02|5
561|725715418|0.69|74
562|195270610|0.07|77
563|123670327|0.17|99
564|685314561|0.32|40
565|220060346|0.93|8
566|861037743|0.47|8
567|751998109|0.31|16
568|641814585|0.61|63
569|24050752|0.56|45
570|796830875|0.73|54
571|629408974|0.96|24
572|766027152|0.82|45
573|570705473|0.09|38
574|134208635|0.72|96
575|585822011|0.25|69
576|121618910|0.6|32
577|611301868|0.82|47
578|369519915|0.2|91
579|563907158|0.62|14
580|96866966|0.08|71
581|587494943|0.89|61
582|701933195|0.12|49
583|771433900|0.43|4
584|116432760|0.65|51
585|705724380|0.25|47
586|924784968|0.37|58
587|219835050|0.23|63
588|614447596|0.97|27
589|264201551|0.52|35
590|414917577|0.95|15
591|381625741|0.97|26
592|444218136|0.71|83
593|977325597|0.34|61
594|875553452|0.05|42
595|568430538|0.03|72
596|107040860|1.0|45
597|980529671|0.74|10
598|28431720|0.9|49
599|287355186|0.02|12
600|94572832|0.76|93
601|296209305|0.79|83
602|542027833|0.33|62
603|918982285|0.74|40
604|281081365|0.89|9
605|12355658|0.93|4
606|356478667|0.19|29
607|187275788|0.34|60
608|160845515|0.59|92
609|401685938|0.05|68
610|109254256|0.1|30
611|759224517|0.11|33
612|759520245|0.48|1
613|204333282|0.89|31
614|44705398|0.1|94
615|239136980|0.65|11
616|301618164|0.84|90
617|797514723|0.35|51
618|634937505|0.62|52
619|534491777|0.39|31
620|804011436|0.66|1
621|461749248|0.46|32
622|911435525|0.44|68
623|588212174|0.43|36
624|548112471|0.57|61
625|737096073|0.48|71
626|121658912|0.86|62
627|810989862|0.54|62
628|297483217|0.69|47
629|374305295|0.19|15
630|255108845|0.49|77
631|792679938|0.93|1
632|28940683|0.35|78
633|788767645|0.78|59
634|229454636|0.37|97
635|996322136|0.53|26
636|300232050|0.97|52
637|92818268|0.73|25
638|327645483|0.25|34
639|752797605|0.61|30
640|913967082|0.02|6
641|752477496|0.96|74
642|471810183|0.03|8
643|712344589|0.23|33
644|571045933|0.96|7
645|428433052|0.08|75
646|256208617|0.42|97
647|213497576|0.61|93
648|14770615|0.32|13
649|229504704|0.44|84
650|296816130|0.24|3
651|48641333|0.86|82
652|509674825|0.58|86
653|958273178|0.97|73
654|229720852|0.07|31
655|768929987|0.78|91
656|174047814|0.86|42
657|2799172|0.91|26
658|969769367|0.02|34
659|433200770|0.55|79
660|353324522|0.21|90
661|695306466|0.91|92
662|50692896|0.38|42
663|85006577|0.74|82
664|377056375|0.04|95
665|825186070|0.86|54
666|845081015|0.63|88
667|529611409|0.78|93
668|532257784|0.52|40
669|955114135|0.84|35
670|381759587|0.22|33
671|286565402|0.04|98
672|995811616|0.57|22
673|47452775|0.03|57
674|841515742|0.54|41
675|935187482|0.83|31
676|897540946|0.69|56
677|385294343|0.09|78
678|537881313|0.02|81
679|141188293|0.85|74
680|160285829|0.17|2
681|849226841|0.34|32
682|852980434|0.37|53
683|62074728|0.6|5
684|853091075|0.01|63
685|875187136|0.45|81
686|583348060|0.01|19
687|404795728|0.9|38
688|878202551|0.07|32
689|822777831|0.01|12
690|722294258|0.88|22
691|525967873|0.14|40
692|851064143|0.46|54
693|540492383|0.77|10
694|770654909|0.17|95
695|157682817|0.82|68
696|829678066|0.16|82
697|798897305|0.5|3
698|438294537|0.56|97
699|858847756|0.11|61
700|318433414|0.42|33
701|116362320|0.51|49
702|615561024|0.11|58
703|202560020|0.44|47
704|948512461|0.6|11
705|473395857|0.59|48
706|638793277|0.59|2
707|812427420|0.69|29
708|24138315|0.46|56
709|211612922|0.46|4
710|353584564|0.48|13
711|589102726|0.31|48
712|836470644|0.59|89
713|227640213|0.86|45
714|139170738|0.43|66
715|812404263|0.85|85
716|966027154|0.59|43
717|721825532|0.02|77
718|563645669|0.99|30
719|958757152|0.81|63
720|679260014|0.2|34
721|18954261|0.81|76
722|75325966|0.94|37
723|707987431|0.08|42
724|916151920|0.53|69
725|576519034|0.15|9
726|859537196|0.74|68
727|47272527|0.15|54
728|106780789|0.82|75
729|387041216|0.04|8
730|397902201|0.11|70
731|439001142|0.7|8
732|348710015|0.3|93
733|89801617|0.99|16
734|920883716|0.31|58
735|64486517|0.82|65
736|343121847|0.66|90
737|120067545|0.98|100
738|315864441|0.49|63
739|669240646|0.12|12
740|982090274|0.95|5
741|671700701|0.35|77
742|808207615|0.5|60
743|407427582|0.43|50
744|830855908|0.25|7
745|274069369|0.7|95
746|482483777|0.89|97
747|868867844|0.71|41
748|327468482|0.99|14
749|762271907|0.09|81
750|924351141|0.04|37
751|940354415|0.71|57
752|572876625|0.94|55
753|152415129|0.91|99
754|752255581|0.91|46
755|326234281|0.11|65
756|503282268|0.07|12
757|540092824|0.71|38
758|511400852|0.08|87
759|917279495|0.85|44
760|765271190|0.63|54
761|563319261|0.89|3
762|786982552|0.55|56
763|692268873|0.65|78
764|740946709|0.51|57
765|934012832|0.51|4
766|9640462|0.56|27
767|501207584|0.34|12
768|504971953|0.09|85
769|229788979|0.39|86
770|237110374|0.83|95
771|279017791|0.27|16
772|838201663|0.44|51
773|834990243|0.9|19
774|366234230|0.35|75
775|41025502|0.56|91
776|847210640|0.32|98
777|109466210|0.32|11
778|358578212|0.76|31
779|516488523|0.66|63
780|441298111|0.87|29
781|960538606|0.75|2
782|549721034|0.67|95
783|956631617|0.66|29
784|77055930|0.98|32
785|43430649|0.81|42
786|558221482|0.71|46
787|557594303|0.93|85
788|548809524|0.92|90
789|394689824|0.34|2
790|955010764|0.73|62
791|103481690|0.62|33
792|153072654|0.2|78
793|788208862|0.36|95
794|554006660|0.83|6
795|302379701|0.35|59
796|910717622|0.93|97
797|569120538|0.5|77
798|956325769|0.77|3
799|886908170|0.53|34
800|257069488|0.79|6
801|726841372|0.18|44
802|580455908|0.25|81
803|940800989|0.43|36
804|548853615|0.49|31
805|460376341|0.98|23
806|200330001|0.74|78
807|252561131|0.75|98
808|147461298|0.02|39
809|198095021|0.1|71
810|575146567|0.19|69
811|436949061|0.96|62
812|65680131|0.28|58
813|920533482|0.41|99
814|38737373|0.6|2
815|737929608|0.97|71
816|261905686|0.28|4
817|298618474|0.15|92
818|40189356|0.02|98
819|168392705|0.08|91
820|615014068|0.58|25
821|402432781|0.31|34
822|278723596|0.28|63
823|902662037|0.59|69
824|529648111|0.4|79
825|495401994|0.57|22
826|602407639|0.92|12
827|968166856|0.18|13
828|293500173|0.16|61
829|482407639|0.84|84
830|892040294|0.3|100
831|294707896|0.24|50
832|246119779|0.51|42
833|233965271|0.02|18
834|497753077|0.94|76
835|595773616|0.77|26
836|746608368|0.63|18
837|690484732|0.74|30
838|239829745|0.51|87
839|837242840|0.08|69
840|306065935|0.33|12
841|693796406|0.63|9
842|91637392|0.03|53
843|718853897|0.63|71
844|218935194|0.51|37
845|426629468|0.55|39
846|489405570|0.82|6
847|285254203|0.33|44
848|772220831|0.7|13
849|506157186|0.24|7
850|852163376|0.27|94
851|330950151|0.11|76
852|298604154|0.7|7
853|624798107|0.62|24
854|522639313|0.05|35
855|150512342|0.6|67
856|33475581|0.39|3
857|868302128|0.39|34
858|835104021|0.65|72
859|820664584|0.56|96
860|501909252|0.01|91
861|747430122|0.7|70
862|201267321|0.34|95
863|619347601|0.44|41
864|58486959|0.56|77
865|216200639|0.83|49
866|738906436|0.41|28
867|259785569|0.17|30
868|226320512|1.0|43
869|401158717|0.07|58
870|60548899|0.55|98
871|439921965|0.45|42
872|876768390|0.97|11
873|306510438|0.41|24
874|963572076|0.79|38
875|139013846|0.18|61
876|76871068|0.94|18
877|160420981|0.63|50
878|779776271|0.65|84
879|477721908|0.66|54
880|845986825|0.63|95
881|841313413|0.23|21
882|398880061|0.5|95
883|772783914|0.24|33
884|411316997|0.24|1
885|507108717|0.59|77
886|247249062|0.19|85
887|833294924|0.08|73
888|686174132|0.4|49
889|348247376|0.08|51
890|776157427|0.88|35
891|717380852|0.87|96
892|378015138|0.08|40
893|606744910|0.57|47
894|724717030|0.34|72
895|223897559|0.21|74
896|429297194|1.0|99
897|906667344|0.97|90
898|366630637|0.06|37
899|452350056|0.99|76
900|581180112|0.82|15
901|591792608|0.9|74
902|649944660|0.04|8
903|454365441|0.27|57
904|62849653|0.95|50
905|848143167|0.98|94
906|139186190|0.05|82
907|154867435|0.75|62
908|170157839|0.04|32
909|643660783|0.84|18
910|510493450|0.73|63
911|497844690|0.48|20
912|361359302|0.23|88
913|500503743|0.41|65
914|18181278|0.04|68
915|952384524|0.06|98
916|534909430|0.73|8
917|762102070|0.98|92
918|51468640|0.95|38
919|290396640|0.54|71
920|510898705|0.82|53
921|790400967|0.07|65
922|883613508|0.93|28
923|974563634|0.78|83
924|270231684|0.96|57
925|530718199|0.37|26
926|888399287|0.5|48
927|287142322|0.21|85
928|773925386|0.35|38
929|373371082|0.66|19
930|987897016|0.6|82
931|801296474|0.12|29
932|595360344|0.78|39
933|800623265|0.22|41
934|956640790|0.4|3
935|139613430|0.28|59
936|982775737|0.26|45
937|162493966|0.86|41
938|319753913|0.62|81
939|823198758|0.87|27
940|15147241|0.23|86
941|148546180|0.6|42
942|921996115|0.34|12
943|986808077|0.53|39
944|343912403|0.73|13
945|654495682|0.18|49
946|202024859|0.98|78
947|207760526|0.61|9
948|651033925|0.15|20
949|955704202|0.42|17
950|2951890|0.94|71
951|120811228|0.55|35
952|983203134|0.78|57
953|539354479|0.86|14
954|88576332|0.32|26
955|94744324|0.65|41
956|329020956|0.35|76
957|319205475|0.92|58
958|558378727|0.48|80
959|920061297|0.07|14
960|483313681|0.17|17
961|796828246|0.18|8
962|985168825|0.93|48
963|45243150|0.07|71
964|287846669|0.82|69
965|528293595|0.61|78
966|103245401|0.77|71
967|49690714|0.57|72
968|969145770|0.89|81
969|451690631|0.19|45
970|947762077|0.17|65
971|490678314|0.54|29
972|228537290|0.51|52
973|291938689|0.74|82
974|304891247|0.49|72
975|531015685|0.75|27
976|590372408|0.17|78
977|941186895|0.82|40
978|286978705|1.0|95
979|565582036|0.11|45
980|24216964|0.58|41
981|69848392|0.13|33
982|270489724|0.14|74
983|951997274|0.63|22
984|536275824|0.12|58
985|727849692|0.5|43
986|24538624|0.28|14
987|940001824|0.21|44
988|793063354|0.93|71
989|235490961|0.63|62
990|218281820|0.99|18
991|843570293|0.28|13
992|116039894|0.25|51
993|833334918|0.02|16
994|478130146|0.64|22
995|10041331|0.87|77
996|715862022|0.02|87
997|974731073|0.32|42
998|902027241|0.64|46
999|245431326|0.35|51
1000|8316003|0.05|83
1001|190977150|0.62|53
1002|484057442|0.71|15
1003|26149018|0.58|17
1004|138889130|0.11|93
1005|413746346|0.34|27
1006|265897550|0.61|87
1007|924630364|0.69|77
1008|303679019|0.72|66
1009|373982015|0.38|57
1010|145699894|0.13|27
1011|702422716|0.29|44
1012|996723377|0.1|65
1013|802930758|0.57|25
1014|931884359|0.1|60
1015|185536680|0.22|51
1016|646687720|0.89|97
1017|870329590|0.65|12
1018|575898398|0.93|18
1019|915033726|0.51|19
1020|266961325|0.24|40
1021|815261181|0.99|7
1022|558807362|0.4|92
1023|436292605|0.4|92
1024|512922820|0.77|61
1025|547526812|0.2|100
1026|860970923|0.25|99
1027|815888303|0.21|56
1028|421575373|0.71|52
1029|242833027|0.9|80
1030|704811184|0.58|50
1031|777843071|0.18|13
1032|477131162|0.23|10
1033|17392035|0.5|21
1034|681436701|0.15|29
1035|942418835|0.71|74
1036|639490379|0.35|15
1037|385739199|0.03|19
1038|678631553|0.45|90
1039|636645681|0.62|36
1040|55122510|0.31|29
1041|813755949|0.06|50
1042|156899382|0.85|76
1043|491636490|0.85|2
1044|467488808|0.89|43
1045|201439944|0.17|7
1046|518077096|0.6|22
1047|542632546|0.69|61
1048|736076401|0.02|69
1049|493530566|0.86|41
1050|533866561|0.46|74
1051|59918182|0.6|89
1052|984199998|0.79|26
1053|468144052|0.61|35
1054|935102622|0.69|48
1055|138874364|0.66|59
1056|118854935|0.92|88
1057|8496985|0.07|43
1058|189527163|0.57|6
1059|563856625|0.94|14
1060|152604923|0.08|52
1061|707050839|0.68|9
1062|635878459|0.03|61
1063|100340144|0.8|7
1064|533239104|0.54|1
1065|800014920|0.96|88
1066|302244181|0.86|100
1067|728733104|0.9|42
1068|341112833|0.35|59
1069|913507555|0.06|82
1070|510951368|0.04|1
1071|341273707|0.82|31
1072|801669256|0.14|90
1073|202013876|0.41|42
1074|522579213|0.25|100
1075|633208303|0.36|76
1076|46606491|0.04|33
1077|181176247|0.13|73
1078|640818899|0.2|47
1079|92877064|0.93|75
1080|674841733|0.64|34
1081|210556823|0.37|62
1082|817721240|0.57|27
1083|505198949|0.52|45
1084|399089703|0.79|55
1085|795580172|0.59|82
1086|643835701|0.85|40
1087|81998240|0.79|24
1088|481556469|0.51|82
1089|228706092|0.44|60
1090|722710805|0.09|4
1091|547965626|0.34|100
1092|281810016|0.69|87
1093|286683446|0.48|95
1094|909478445|0.86|6
1095|618641632|0.92|62
1096|203435124|0.18|56
1097|21262864|0.46|82
1098|850746605|0.19|27
1099|845925364|0.33|8
1100|178786559|0.26|77
1101|358530873|0.32|44
1102|366647720|0.21|71
1103|876352312|0.51|90
1104|22978337|0.4|4
1105|875667625|0.18|49
1106|896121614|0.78|28
1107|422904490|0.08|49
1108|274530299|0.63|17
1109|408747793|0.68|15
1110|444961673|0.06|36
1111|873266976|0.88|53
1112|122072634|0.68|78
1113|654174859|0.42|96
1114|248188404|0.78|100
1115|4675875|0.86|16
1116|714093979|0.32|7
1117|235996432|0.88|29
1118|73734302|0.28|17
1119|310536228|0.81|93
1120|864245436|0.04|54
1121|583515381|1.0|82
1122|199061661|0.88|7
1123|440191402|0.98|49
1124|827849134|0.13|3
1125|532291628|0.89|65
1126|453322524|0.25|77
1127|480715204|0.15|76
1128|636663166|0.31|47
1129|480370717|0.29|27
1130|611431400|0.5|5
1131|224241335|0.29|80
1132|574131954|0.71|32
1133|538564445|0.55|5
1134|829406225|0.82|96
1135|216226399|0.47|56
1136|68520100|0.1|82
1137|420497288|0.72|20
1138|470918621|0.16|5
1139|693246377|0.89|65
1140|807065313|0.18|68
1141|541307658|0.28|33
1142|295081448|0.94|14
1143|671198989|0.3|85
1144|631988189|0.9|86
1145|262289282|0.8|84
1146|940637918|0.75|50
